fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
6ab2c466-a63d-42a3-89ec-32e7470280ef,2019-12-11 18:45:45 UTC,2019-12-11 18:50:59 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 18:58:44 UTC,2019-12-11 18:58:44 UTC,1,,2019DecemberHawaii,,42.0565,-87.6736987,POINT (-87.6736987 42.0565),1c50f968-5b9f-4e00-a78e-63ecb571094a,Yes,Proliferating (25+),3817fcdc-2520-4817-b056-7b2bbd2cf640,,https://web.fulcrumapp.com/photos/view?photos=3817fcdc-2520-4817-b056-7b2bbd2cf640,2019-12-11,12:45,162.800003051758,15.944,,,
6f1bb87b-2241-4963-92da-6d731c6400c7,2019-12-11 18:52:50 UTC,2019-12-11 18:58:32 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 18:58:45 UTC,2019-12-11 18:58:45 UTC,1,,2019DecemberHawaii,,42.0565067,-87.6736933,POINT (-87.6736933 42.0565067),117c222e-dd2f-4537-8152-31fe672757aa,Yes,Proliferating (25+),40b8cead-ae51-4f5f-a2ef-113e6cda2dec,,https://web.fulcrumapp.com/photos/view?photos=40b8cead-ae51-4f5f-a2ef-113e6cda2dec,2019-12-11,12:52,162.800003051758,15.96,,,
3ea09689-f337-428f-9acd-01387bd51d67,2019-12-11 19:01:30 UTC,2019-12-11 19:06:32 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:13:05 UTC,2019-12-11 19:13:05 UTC,1,,2019DecemberHawaii,,42.0565094,-87.6736825,POINT (-87.6736825 42.0565094),10a3f325-6e3e-47d4-9242-0698f9f3bfb3,Yes,Some (11-25),f5624ea0-92a8-4bc1-931a-8b46fd8494ca,,https://web.fulcrumapp.com/photos/view?photos=f5624ea0-92a8-4bc1-931a-8b46fd8494ca,2019-12-11,13:01,162.800003051758,14.381,,,
aa3b118b-cbc6-49c0-bff6-9e0af3713f69,2019-12-11 19:08:05 UTC,2019-12-11 19:12:57 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:13:06 UTC,2019-12-11 19:13:06 UTC,1,,2019DecemberHawaii,,42.0565097,-87.6736829,POINT (-87.6736829 42.0565097),0d8efca0-5da8-4160-984a-ed24d56b5dcb,Yes,Some (11-25),f074340d-cebd-4188-a5ab-dd2e66133955,,https://web.fulcrumapp.com/photos/view?photos=f074340d-cebd-4188-a5ab-dd2e66133955,2019-12-11,13:08,162.800003051758,14.225,,,
a077a466-0109-4a49-947b-8bd87d9dacab,2019-12-11 19:14:44 UTC,2019-12-11 19:20:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:26:45 UTC,2019-12-11 19:26:45 UTC,1,,2019DecemberHawaii,,42.0565156,-87.6736735,POINT (-87.6736735 42.0565156),c0a7a4d3-0d82-4505-8670-e78e1b1afe1a,Yes,Some (11-25),1659cfe5-5b64-4b0c-bafc-dfe83650b98c,,https://web.fulcrumapp.com/photos/view?photos=1659cfe5-5b64-4b0c-bafc-dfe83650b98c,2019-12-11,13:14,162.800003051758,14.443,,,
9556ee02-f66f-4fa0-aee2-ae2faba0d2df,2019-12-11 19:23:01 UTC,2019-12-11 19:26:37 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:26:46 UTC,2019-12-11 19:26:46 UTC,1,,2019DecemberHawaii,,42.0565094,-87.6736828,POINT (-87.6736828 42.0565094),d222ad9d-b871-4a51-aab0-ae3e0c9f52c5,Yes,Few (4-10),5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,,https://web.fulcrumapp.com/photos/view?photos=5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,2019-12-11,13:23,162.800003051758,14.249,,,
317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,2019-12-11 19:27:40 UTC,2019-12-11 19:40:46 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 19:49:37 UTC,1,,2019DecemberHawaii,,42.0565158,-87.6736738,POINT (-87.6736738 42.0565158),a7d1c9a9-580f-48c8-8051-0f2795a18736,Yes,Few (4-10),c489de5a-8e24-4a46-b533-f024621b9e77,,https://web.fulcrumapp.com/photos/view?photos=c489de5a-8e24-4a46-b533-f024621b9e77,2019-12-11,13:27,162.800003051758,14.162,,,
91f01f66-0951-4363-8e35-07bdfaf96fc9,2019-12-11 19:42:50 UTC,2019-12-11 20:14:00 UTC,claire.buchanan@northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 20:39:36 UTC,3,,2019DecemberHawaii,,42.0565095,-87.6736827,POINT (-87.6736827 42.0565095),46b1a480-6b59-47b4-995f-58ad8b2f01cb,Yes,Some (11-25),24462a7b-28c7-4456-a8f3-f7117e5d4d79,,https://web.fulcrumapp.com/photos/view?photos=24462a7b-28c7-4456-a8f3-f7117e5d4d79,2019-12-11,13:42,162.800003051758,14.337,,,
b2537219-8181-4891-a3a4-faf47c51c7d2,2019-12-11 19:41:14 UTC,2019-12-11 20:14:09 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:00:04 UTC,2019-12-11 20:39:36 UTC,2,,2019DecemberHawaii,,42.0565188,-87.6737059,POINT (-87.6737059 42.0565188),3f1dc25e-186d-4cac-8286-6a3476feb104,Yes,Few (4-10),"cd1742e2-517e-49b0-9bf6-7952f2e3c282,d447e180-931c-439f-8480-1d0310165c48",",",https://web.fulcrumapp.com/photos/view?photos=cd1742e2-517e-49b0-9bf6-7952f2e3c282%2Cd447e180-931c-439f-8480-1d0310165c48,2019-12-11,13:41,162.800003051758,13.28,,,
a47ad724-1493-4883-9d49-fd9b4d073a77,2019-12-11 19:59:30 UTC,2019-12-11 20:05:57 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:28:39 UTC,2019-12-11 20:28:39 UTC,1,,2019DecemberHawaii,,42.0565098,-87.6736831,POINT (-87.6736831 42.0565098),460c1935-7b36-4592-8d76-0377366b8899,Yes,Few (4-10),fef6f55a-6f97-4e97-af06-bade7d57e0b1,,https://web.fulcrumapp.com/photos/view?photos=fef6f55a-6f97-4e97-af06-bade7d57e0b1,2019-12-11,13:59,162.800003051758,14.402,,,
