fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,c_label,worms_on_sample,approximate_number_of_worms,photos,photos_caption,photos_url,date,time,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
6ab2c466-a63d-42a3-89ec-32e7470280ef,2019-12-11 18:45:45 UTC,2019-12-11 18:50:59 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 18:58:44 UTC,2019-12-11 18:58:44 UTC,1,create,,2019DecemberHawaii,,42.0565,-87.6736987,POINT (-87.6736987 42.0565),1c50f968-5b9f-4e00-a78e-63ecb571094a,Yes,Proliferating (25+),3817fcdc-2520-4817-b056-7b2bbd2cf640,,https://web.fulcrumapp.com/photos/view?photos=3817fcdc-2520-4817-b056-7b2bbd2cf640,2019-12-11,12:45,162.800003051758,15.944,,,
6f1bb87b-2241-4963-92da-6d731c6400c7,2019-12-11 18:52:50 UTC,2019-12-11 18:58:32 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 18:58:45 UTC,2019-12-11 18:58:45 UTC,1,create,,2019DecemberHawaii,,42.0565067,-87.6736933,POINT (-87.6736933 42.0565067),117c222e-dd2f-4537-8152-31fe672757aa,Yes,Proliferating (25+),40b8cead-ae51-4f5f-a2ef-113e6cda2dec,,https://web.fulcrumapp.com/photos/view?photos=40b8cead-ae51-4f5f-a2ef-113e6cda2dec,2019-12-11,12:52,162.800003051758,15.96,,,
3ea09689-f337-428f-9acd-01387bd51d67,2019-12-11 19:01:30 UTC,2019-12-11 19:06:32 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:13:05 UTC,2019-12-11 19:13:05 UTC,1,create,,2019DecemberHawaii,,42.0565094,-87.6736825,POINT (-87.6736825 42.0565094),10a3f325-6e3e-47d4-9242-0698f9f3bfb3,Yes,Some (11-25),f5624ea0-92a8-4bc1-931a-8b46fd8494ca,,https://web.fulcrumapp.com/photos/view?photos=f5624ea0-92a8-4bc1-931a-8b46fd8494ca,2019-12-11,13:01,162.800003051758,14.381,,,
aa3b118b-cbc6-49c0-bff6-9e0af3713f69,2019-12-11 19:08:05 UTC,2019-12-11 19:12:57 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:13:06 UTC,2019-12-11 19:13:06 UTC,1,create,,2019DecemberHawaii,,42.0565097,-87.6736829,POINT (-87.6736829 42.0565097),0d8efca0-5da8-4160-984a-ed24d56b5dcb,Yes,Some (11-25),f074340d-cebd-4188-a5ab-dd2e66133955,,https://web.fulcrumapp.com/photos/view?photos=f074340d-cebd-4188-a5ab-dd2e66133955,2019-12-11,13:08,162.800003051758,14.225,,,
a077a466-0109-4a49-947b-8bd87d9dacab,2019-12-11 19:14:44 UTC,2019-12-11 19:20:25 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:26:45 UTC,2019-12-11 19:26:45 UTC,1,create,,2019DecemberHawaii,,42.0565156,-87.6736735,POINT (-87.6736735 42.0565156),c0a7a4d3-0d82-4505-8670-e78e1b1afe1a,Yes,Some (11-25),1659cfe5-5b64-4b0c-bafc-dfe83650b98c,,https://web.fulcrumapp.com/photos/view?photos=1659cfe5-5b64-4b0c-bafc-dfe83650b98c,2019-12-11,13:14,162.800003051758,14.443,,,
9556ee02-f66f-4fa0-aee2-ae2faba0d2df,2019-12-11 19:23:01 UTC,2019-12-11 19:26:37 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:26:46 UTC,2019-12-11 19:26:46 UTC,1,create,,2019DecemberHawaii,,42.0565094,-87.6736828,POINT (-87.6736828 42.0565094),d222ad9d-b871-4a51-aab0-ae3e0c9f52c5,Yes,Few (4-10),5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,,https://web.fulcrumapp.com/photos/view?photos=5ef4ad43-f3a7-4f85-a4bf-fb83eed9df20,2019-12-11,13:23,162.800003051758,14.249,,,
317e84f8-1bb9-46d9-ac76-47cb0c6a40dc,2019-12-11 19:27:40 UTC,2019-12-11 19:40:46 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 19:49:37 UTC,1,create,,2019DecemberHawaii,,42.0565158,-87.6736738,POINT (-87.6736738 42.0565158),a7d1c9a9-580f-48c8-8051-0f2795a18736,Yes,Few (4-10),c489de5a-8e24-4a46-b533-f024621b9e77,,https://web.fulcrumapp.com/photos/view?photos=c489de5a-8e24-4a46-b533-f024621b9e77,2019-12-11,13:27,162.800003051758,14.162,,,
91f01f66-0951-4363-8e35-07bdfaf96fc9,2019-12-11 19:42:50 UTC,2019-12-11 19:49:26 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 19:49:37 UTC,1,create,,2019DecemberHawaii,,42.0565095,-87.6736827,POINT (-87.6736827 42.0565095),46b1a480-6b59-47b4-995f-58ad8b2f01cb,Yes,Some (11-25),24462a7b-28c7-4456-a8f3-f7117e5d4d79,,https://web.fulcrumapp.com/photos/view?photos=24462a7b-28c7-4456-a8f3-f7117e5d4d79,2019-12-11,13:42,162.800003051758,14.337,,,
91f01f66-0951-4363-8e35-07bdfaf96fc9,2019-12-11 19:42:50 UTC,2019-12-11 19:57:31 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 19:57:36 UTC,2,update,,2019DecemberHawaii,,42.0565095,-87.6736827,POINT (-87.6736827 42.0565095),46b1a480-6b59-47b4-995f-58ad8b2f01cb,Yes,Some (11-25),24462a7b-28c7-4456-a8f3-f7117e5d4d79,,https://web.fulcrumapp.com/photos/view?photos=24462a7b-28c7-4456-a8f3-f7117e5d4d79,2019-12-11,13:42,162.800003051758,14.337,,,
b2537219-8181-4891-a3a4-faf47c51c7d2,2019-12-11 19:41:14 UTC,2019-12-11 19:46:56 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:00:04 UTC,2019-12-11 20:00:04 UTC,1,create,,2019DecemberHawaii,,42.0565188,-87.6737059,POINT (-87.6737059 42.0565188),3f1dc25e-186d-4cac-8286-6a3476feb104,Yes,Few (4-10),"cd1742e2-517e-49b0-9bf6-7952f2e3c282,d447e180-931c-439f-8480-1d0310165c48",",",https://web.fulcrumapp.com/photos/view?photos=cd1742e2-517e-49b0-9bf6-7952f2e3c282%2Cd447e180-931c-439f-8480-1d0310165c48,2019-12-11,13:41,162.800003051758,13.28,,,
a47ad724-1493-4883-9d49-fd9b4d073a77,2019-12-11 19:59:30 UTC,2019-12-11 20:05:57 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:28:39 UTC,2019-12-11 20:28:39 UTC,1,create,,2019DecemberHawaii,,42.0565098,-87.6736831,POINT (-87.6736831 42.0565098),460c1935-7b36-4592-8d76-0377366b8899,Yes,Few (4-10),fef6f55a-6f97-4e97-af06-bade7d57e0b1,,https://web.fulcrumapp.com/photos/view?photos=fef6f55a-6f97-4e97-af06-bade7d57e0b1,2019-12-11,13:59,162.800003051758,14.402,,,
890bed22-9df9-4ec6-9ac5-e39d9d08bb7b,2019-12-11 20:22:52 UTC,2019-12-11 20:28:29 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:28:40 UTC,2019-12-11 20:28:40 UTC,1,create,,2019DecemberHawaii,,42.0565168,-87.6736712,POINT (-87.6736712 42.0565168),358715bb-c313-43b3-ae41-e872b685dc38,Yes,Proliferating (25+),c2d6a681-1a43-4e5d-bc10-524eb21aad14,,https://web.fulcrumapp.com/photos/view?photos=c2d6a681-1a43-4e5d-bc10-524eb21aad14,2019-12-11,14:22,162.800003051758,13.455,,,
60173216-4799-421b-b24b-be7d965f40f3,2019-12-11 20:31:44 UTC,2019-12-11 20:35:58 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:36:04 UTC,2019-12-11 20:36:04 UTC,1,create,,2019DecemberHawaii,,42.0564998,-87.6736996,POINT (-87.6736996 42.0564998),6d5df672-2742-48db-9542-d72da83bbf69,Yes,Some (11-25),ac378160-ea5c-43bb-8bb2-c7b3df1adbe5,,https://web.fulcrumapp.com/photos/view?photos=ac378160-ea5c-43bb-8bb2-c7b3df1adbe5,2019-12-11,14:31,162.800003051758,16.058,,,
60173216-4799-421b-b24b-be7d965f40f3,2019-12-11 20:31:44 UTC,2019-12-11 20:37:19 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:36:04 UTC,2019-12-11 20:37:23 UTC,2,update,,2019DecemberHawaii,,42.0564998,-87.6736996,POINT (-87.6736996 42.0564998),6d5df672-2742-48db-9542-d72da83bbf69,Yes,Some (11-25),ac378160-ea5c-43bb-8bb2-c7b3df1adbe5,,https://web.fulcrumapp.com/photos/view?photos=ac378160-ea5c-43bb-8bb2-c7b3df1adbe5,2019-12-11,14:31,162.800003051758,16.058,,,
b2537219-8181-4891-a3a4-faf47c51c7d2,2019-12-11 19:41:14 UTC,2019-12-11 20:14:09 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:00:04 UTC,2019-12-11 20:39:36 UTC,2,update,,2019DecemberHawaii,,42.0565188,-87.6737059,POINT (-87.6737059 42.0565188),3f1dc25e-186d-4cac-8286-6a3476feb104,Yes,Few (4-10),"cd1742e2-517e-49b0-9bf6-7952f2e3c282,d447e180-931c-439f-8480-1d0310165c48",",",https://web.fulcrumapp.com/photos/view?photos=cd1742e2-517e-49b0-9bf6-7952f2e3c282%2Cd447e180-931c-439f-8480-1d0310165c48,2019-12-11,13:41,162.800003051758,13.28,,,
91f01f66-0951-4363-8e35-07bdfaf96fc9,2019-12-11 19:42:50 UTC,2019-12-11 20:14:00 UTC,claire.buchanan@northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 19:49:37 UTC,2019-12-11 20:39:36 UTC,3,update,,2019DecemberHawaii,,42.0565095,-87.6736827,POINT (-87.6736827 42.0565095),46b1a480-6b59-47b4-995f-58ad8b2f01cb,Yes,Some (11-25),24462a7b-28c7-4456-a8f3-f7117e5d4d79,,https://web.fulcrumapp.com/photos/view?photos=24462a7b-28c7-4456-a8f3-f7117e5d4d79,2019-12-11,13:42,162.800003051758,14.337,,,
709ac08e-3764-4540-a275-a405b15870d0,2019-12-11 20:02:15 UTC,2019-12-11 20:13:52 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:39:36 UTC,2019-12-11 20:39:36 UTC,1,create,,2019DecemberHawaii,,42.0565263,-87.6736994,POINT (-87.6736994 42.0565263),fc68ccb6-94bd-477f-9845-f23a5b2d630b,Yes,Few (4-10),139b66b6-92f4-4038-b16c-a697ae9b1d1e,,https://web.fulcrumapp.com/photos/view?photos=139b66b6-92f4-4038-b16c-a697ae9b1d1e,2019-12-11,14:02,162.800003051758,12.814,,,
2b8c37fc-5aaf-4a08-9a70-2a64d484dc2b,2019-12-11 20:14:10 UTC,2019-12-11 20:15:27 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:39:37 UTC,2019-12-11 20:39:37 UTC,1,create,,2019DecemberHawaii,,42.0565221,-87.673732,POINT (-87.673732 42.0565221),2884ed0d-26ee-441d-bae8-dedc44c99bc5,No,,,,,2019-12-11,14:14,162.800003051758,13.856,,,279.28256
421cc88f-ef76-4ebb-ac54-8ac72364124c,2019-12-11 20:15:50 UTC,2019-12-11 20:28:47 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:39:37 UTC,2019-12-11 20:39:37 UTC,1,create,,2019DecemberHawaii,,42.0565198,-87.673706,POINT (-87.673706 42.0565198),b9bf4f7f-1af8-48c0-b47f-113001bc00bd,Yes,Few (4-10),f782c0d9-2004-4196-96f9-34d85ba4b046,,https://web.fulcrumapp.com/photos/view?photos=f782c0d9-2004-4196-96f9-34d85ba4b046,2019-12-11,14:15,162.800003051758,13.324,,,328.2534
3c126a2b-c6dd-4feb-919a-2f0395eda14e,2019-12-11 20:28:50 UTC,2019-12-11 20:37:16 UTC,lorainastinson2024@u.northwestern.edu,lorainastinson2024@u.northwestern.edu,2019-12-11 20:39:37 UTC,2019-12-11 20:39:37 UTC,1,create,,2019DecemberHawaii,,42.056494,-87.6737409,POINT (-87.6737409 42.056494),e22873e5-d120-4911-9388-25e65f1335e8,Yes,Few (4-10),b3a15936-863f-4535-94ca-7c6d143573b2,,https://web.fulcrumapp.com/photos/view?photos=b3a15936-863f-4535-94ca-7c6d143573b2,2019-12-11,14:28,162.800003051758,13.567,,,223.85657
2423a57e-5681-4824-95f2-3157e393f3e2,2019-12-11 20:38:19 UTC,2019-12-11 20:42:51 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:42:57 UTC,2019-12-11 20:42:57 UTC,1,create,,2019DecemberHawaii,,42.0565094,-87.6736829,POINT (-87.6736829 42.0565094),13b047ee-eb69-4263-bbe4-8b916ff4343d,Yes,Some (11-25),576cfe3a-b3db-43ae-b7d1-76e43567773d,,https://web.fulcrumapp.com/photos/view?photos=576cfe3a-b3db-43ae-b7d1-76e43567773d,2019-12-11,14:38,162.800003051758,14.306,,,
da49ba87-ac44-40f5-ab21-0937c2c05c13,2019-12-11 20:44:50 UTC,2019-12-11 20:53:18 UTC,claire.buchanan@northwestern.edu,claire.buchanan@northwestern.edu,2019-12-11 20:53:24 UTC,2019-12-11 20:53:24 UTC,1,create,,2019DecemberHawaii,,42.0565093,-87.6736832,POINT (-87.6736832 42.0565093),b611d73d-4466-4d83-9fa5-b9134a0b30ea,Yes,Some (11-25),ac0891ee-38a0-43c3-baee-11f053c31f66,,https://web.fulcrumapp.com/photos/view?photos=ac0891ee-38a0-43c3-baee-11f053c31f66,2019-12-11,14:44,162.800003051758,14.231,,,
8324f75e-0cb3-48bb-ba6b-068f30585fc9,2019-12-11 20:29:59 UTC,2019-12-11 20:40:30 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2019-12-11 20:54:34 UTC,2019-12-11 20:54:34 UTC,1,create,,2019DecemberHawaii,,42.0565191,-87.6737066,POINT (-87.6737066 42.0565191),72bbf23f-5a1d-47ad-a2f0-51f662d2ca86,Yes,Very Few (1-3),,,,2019-12-11,14:29,162.800003051758,12.997,,,51.187916
b5d00c89-0ee6-47b1-81a4-8ea14c9c0a36,2019-12-11 20:38:15 UTC,2019-12-11 20:40:20 UTC,robyn.tanny@northwestern.edu,robyn.tanny@northwestern.edu,2019-12-11 20:54:34 UTC,2019-12-11 20:54:34 UTC,1,create,,2019DecemberHawaii,,42.0565296,-87.673709,POINT (-87.673709 42.0565296),e5712c71-42a2-466e-b3cc-7dd2d4e6d956,Tracks,,,,,2019-12-11,14:38,162.800003051758,12.995,,,310.43817
